"UID","class_1","class_2","class_5","class_6","class_7","class_4","class_3","class_9","class_8"
162,0.251794061738179,0.273181216555589,0.277402311658241,0.193993077281486,0.00362933276650458,0,0,0,0
163,0.236484987556317,0.206245514949967,0.378715475695165,0.169304706636627,0.00924931516192384,0,0,0,0
164,0.235076809977127,0.373938905384385,0.158459071409603,0.216194763733145,0.0163304494957396,0,0,0,0
165,0.273200293761745,0.293288639794129,0.31116503241312,0.109695190459611,0.0126508435713957,0,0,0,0
166,0.126158667504285,0.2539887045109,0.398981513092162,0.212978347542165,0.0078927673504872,0,0,0,0
167,0.172250567634191,0.199221318432236,0.431365602725806,0.189210188897451,0.00795232231031567,0,0,0,0
168,0.229272919209653,0.31090727574968,0.268338968382469,0.175538750634862,0.015942086023336,0,0,0,0
169,0.214975995250749,0.428762609500554,0.177140579833063,0.156537231357966,0.0225835840576695,0,0,0,0
170,0.20702827092692,0.373313740099068,0.188512049171579,0.222334607073557,0.00881133272887636,0,0,0,0
171,0.228572450258161,0.311494066349538,0.260203406061603,0.185573161801463,0.0141569155292361,0,0,0,0
172,0.199448185357462,0.244183801050415,0.422845979415903,0.122859351083473,0.0106626830927468,0,0,0,0
173,0.143454025231661,0.242254657677349,0.205026168882356,0.383719287055677,0.025545861152957,0,0,0,0
174,0.311181443191524,0.425496888924563,0.156917054923491,0.0487450272078739,0.0576595857525479,0,0,0,0
175,0.21141762145266,0.203441057295417,0.494447373958581,0.0871037070177695,0.00359024027557245,0,0,0,0
176,0.280666419194472,0.456270770677071,0.149829469642618,0.0960494846510925,0.017183855834747,0,0,0,0
177,0.12459377889555,0.182747619174173,0.453282912290836,0.229079209711811,0.0102964799276287,0,0,0,0
178,0.198862831925836,0.233405281822762,0.385407534911677,0.175545254807812,0.00677909653191339,0,0,0,0
179,0.220049768780972,0.166834378358146,0.52100768373366,0.0900312131024711,0.00207695602475042,0,0,0,0
180,0.0796274101895597,0.192765423142471,0.275148415481909,0.450255825484943,0.00220292570111754,0,0,0,0
181,0.0367365272102944,0.0959929259367732,0.513011833768273,0.35425871308466,0,0,0,0,0
182,0.0648489697766832,0.213436208498348,0.257606863423153,0.456856282388492,0.00725167591332417,0,0,0,0
183,0.10883176918086,0.314205349348022,0.266823912718946,0.172716708360691,0.011046769314506,0.126375491076975,0,0,0
184,0.195060432130166,0.225271891488775,0.496583570333913,0.0753096541115034,0.00777445193564288,0,0,0,0
185,0.212185596023135,0.35876984577791,0.295361544975991,0.127461300038897,0.00622171318406712,0,0,0,0
186,0.400360556455326,0.230894004246245,0.286129902679752,0.0733930448463857,0.00922249177229139,0,0,0,0
187,0.201190946473751,0.327703089354261,0.192375085834069,0.264657933112456,0.014072945225464,0,0,0,0
188,0.00392174504988413,0.178924991136064,0.43011156196333,0.385977240302655,0.00106446154806654,0,0,0,0
189,0.249026952856016,0.255893214547558,0.291601613603267,0.189953406205728,0.0135248127874311,0,0,0,0
190,0,0.119471064010294,0.465623608834206,0.404359991120356,0.00151781306113183,0,0.00902752297401193,0,0
191,0.206705814682754,0.34162816488247,0.190822511025548,0.247071067590773,0.0137724418184554,0,0,0,0
192,0.170585110292365,0.28031436905943,0.339278590105179,0.194678951572461,0.015142978970565,0,0,0,0
193,0.126721557006395,0.173574738729604,0.492186812001697,0.202293433453558,0.00522345880874606,0,0,0,0
194,0.181447692012459,0.345182404810365,0.216402057057994,0.231004990913496,0.0259628552056863,0,0,0,0
195,0.191648969410612,0.286036636860719,0.236904875999372,0.253201452102388,0.0322080656269092,0,0,0,0
196,0,0.0195662524262434,0.0650153941643679,0.914940809970883,0.000477543438505555,0,0,0,0
197,0.128078920131493,0.374997770713873,0.121593319735249,0.339850524425243,0.0354398107402404,3.96542539013632e-05,0,0,0
198,0.220542639775089,0.271191494686039,0.227092407388981,0.254951586694493,0.0262218714553974,0,0,0,0
199,0.201320922471425,0.242335864728039,0.230021420652834,0.322517841341129,0.0038039508065732,0,0,0,0
200,0.147387243948385,0.29869102029748,0.243178595671668,0.292859412231138,0.0178837278513289,0,0,0,0
201,0.185953767562093,0.262256067531181,0.339463615329784,0.207652108703145,0.00467444087379625,0,0,0,0
202,0.144913965744623,0.365541459182816,0.235337602684776,0.2212683985616,0.0329385738261855,0,0,0,0
203,0.175797413772455,0.307095935617985,0.24068599622826,0.252469342409762,0.0239513119715376,0,0,0,0
204,0.137650048704763,0.330775262470057,0.234131103630629,0.263848706846539,0.0335948783480116,0,0,0,0
205,0.180797505819709,0.27185702805366,0.353935376156235,0.190300478263887,0.00310961170650868,0,0,0,0
206,0.00818437908003301,0.0553553318751119,0.277191151806054,0.510789338073382,0.011403788593842,0.137076010571577,0,0,0
207,0.203714588890937,0.215007044540971,0.37994341946895,0.195294555723427,0.00604039137571548,0,0,0,0
208,0.15205293231896,0.298597416002024,0.2780650191225,0.261101470438767,0.0101831621177492,0,0,0,0
209,0.218844054313973,0.273759133375331,0.282058056303874,0.221952005414257,0.00338675059256553,0,0,0,0
210,0.254776070270162,0.400927850599971,0.230366496203136,0.102639713889898,0.0112898690368344,0,0,0,0
211,0.118623515489621,0.204738848519705,0.458400671424662,0.21197133770839,0.00626562685762169,0,0,0,0
212,0.112185700761248,0.376609880697304,0.283373789658723,0.21431526464723,0.0135153642354956,0,0,0,0
213,0.184624251250828,0.211842701003564,0.490268348808839,0.108484373314064,0.00478032562270533,0,0,0,0
214,0.0394634384906376,0.420037737174149,0.149384029897532,0.332292420341153,0.0362432712874502,0.0225791028090782,0,0,0
215,0.0889346288331773,0.253554555862275,0.303893408784204,0.345635615849223,0.0079817906711206,0,0,0,0
216,0.0124839237669836,0.3480310613954,0.316699385980882,0.074520603767008,0.0187199944245564,0.211690392142518,0.0178546385226518,0,0
217,0.126705331044394,0.165762820451256,0.477473022682718,0.217249087666943,0.0128097381546895,0,0,0,0
218,0.175345064989205,0.218964610616725,0.414649585322956,0.189294662136504,0.00174607693461064,0,0,0,0
219,0.189000374614367,0.210384988625348,0.478116094876578,0.122036979577925,0.000461562305781664,0,0,0,0
220,0.121503190701558,0.288313368729721,0.207661158570751,0.379654855519927,0.00286742647804329,0,0,0,0
221,0.16508779072308,0.346027448618211,0.246884707466509,0.236231823218687,0.00576822997351239,0,0,0,0
222,0.155632078051303,0.200374592298485,0.465188323732424,0.168899292792996,0.0099057131247915,0,0,0,0
223,0.267313347973682,0.305721650491573,0.303137136007788,0.0865347436177886,0.0372931219091685,0,0,0,0
224,0,0.232200708138613,0.401254196363658,0.366545095497729,0,0,0,0,0
225,0.185066682387764,0.333452702340271,0.235482200185054,0.231199346618207,0.0147990684687036,0,0,0,0
226,0.145764909752828,0.235218364453104,0.329489878632746,0.265205894785494,0.0243209523758282,0,0,0,0
227,0.250014200251957,0.430632912656192,0.170463053290563,0.102529118765641,0.0463607150356474,0,0,0,0
228,0.128001853935418,0.200793482337699,0.29499143980047,0.343805761761037,0.0324074621653749,0,0,0,0
229,0.25288599609529,0.31296606557987,0.2844028212449,0.131290187120862,0.0184549299590779,0,0,0,0
230,0.262871792086589,0.247969863266801,0.330945793071499,0.155543220480648,0.00266933109446328,0,0,0,0
231,0.19583650068075,0.278622082330898,0.307707806894101,0.206639110037023,0.0111945000572283,0,0,0,0
232,0.0540574418602257,0.190327104880587,0.102096866995336,0.608960785944658,0.0179049459120703,0,0.0266528544071232,0,0
233,0.0784825749303726,0.366443400276908,0.174156075585637,0.28135488319286,0.00618561258012559,0,0.0933774534340961,0,0
234,0.102804069785549,0.182626249910142,0.512071610687904,0.202498069616405,0,0,0,0,0
235,0.291601269940401,0.397894809063294,0.123235512831126,0.149521121702065,0.0377472864631133,0,0,0,0
236,0.235711597011078,0.298856870776166,0.226972623116815,0.225478743244097,0.0129801658518433,0,0,0,0
237,0.0852495674326942,0.195136725323129,0.429656822571944,0.276402953272868,0.0135539313993651,0,0,0,0
238,0.255795522318633,0.265351865427625,0.383637291818012,0.0846608243167571,0.0105544961189733,0,0,0,0
239,0.222197470747162,0.164172148103759,0.395926397902358,0.217703983246721,0,0,0,0,0
240,0.248312575911518,0.367892283501918,0.230935963865669,0.136280929254355,0.0165782474665393,0,0,0,0
241,0.085441954037596,0.187863412377949,0.24895359004329,0.0795790483136892,0.00116870089997761,0.396993294327498,0,0,0
242,0.237156591291756,0.237574044081931,0.259124799331551,0.225205409009424,0.040939156285338,0,0,0,0
243,0.0361687390642233,0.186734993600766,0.232353964827442,0.529178834904444,0.0155634676031241,0,0,0,0
244,0.0118560841076211,0.158293608751014,0.339300326075397,0.490549981065967,0,0,0,0,0
245,0.136156433746706,0.23132693680716,0.463530075588205,0.164676987358968,0.00430956649896081,0,0,0,0
246,0.179108407058806,0.342894870846349,0.143336019233014,0.308435413977485,0.0262252888843457,0,0,0,0
247,0.174385099677926,0.325539554604627,0.242747451185108,0.243165897486506,0.0141619970458329,0,0,0,0
248,0.222081513080006,0.230197401312375,0.305766872629021,0.232931722371965,0.00902249060663267,0,0,0,0
249,0.196519788784073,0.185802699019807,0.271929662947451,0.344449555097922,0.00129829415074636,0,0,0,0
250,0.24028938402773,0.281259762090932,0.326660966093987,0.13645100295229,0.0153388848350607,0,0,0,0
251,0.187793300118032,0.26671934975996,0.40302651075247,0.140996257710281,0.00146458165925659,0,0,0,0
252,0.227865690828929,0.347772311102932,0.205783034672146,0.200200190795695,0.0183787726002975,0,0,0,0
253,0.0759102217399137,0.27264925712888,0.356321611172568,0.255135214190775,0.0399836957678635,0,0,0,0
254,0.0706201165398143,0.25097051381467,0.315563798539066,0.266829032690715,0.0960165384157354,0,0,0,0
255,0.333760790016472,0.261997402363994,0.23874211370697,0.156196664739267,0.00930302917329763,0,0,0,0
256,0.0141582603586064,0.156768591989929,0.250520156468452,0.293246303561793,0,0.244791888803461,0.0405147988177581,0,0
257,0.150157145855314,0.392645760888667,0.181160953337408,0.260510769784114,0.0155253701344962,0,0,0,0
258,0.0994528336719743,0.268921747834635,0.459858911544415,0.145148429087753,0.0266180778612224,0,0,0,0
259,0.208257196485281,0.197921496732627,0.355934788101399,0.234842939219755,0.00304357946093706,0,0,0,0
260,0.0276463451049275,0.0891113757232281,0.210988441890079,0.663627165842238,0.00862667143952743,0,0,0,0
261,0.231600429989722,0.286455078683009,0.25662250440719,0.220167517132091,0.00515446978798724,0,0,0,0
262,0.148635520640774,0.313755418225358,0.250037368608477,0.266126225041688,0.0214454674837037,0,0,0,0
263,0.256588976870909,0.342130288032679,0.242043867180746,0.151923340575921,0.00731352733974517,0,0,0,0
264,0.235997318592533,0.368298051156401,0.180533826780853,0.203417261776763,0.0117535416934489,0,0,0,0
265,0.288595863827083,0.235249554696856,0.342134293414871,0.12969563668426,0.00432465137693105,0,0,0,0
266,0.197186522504014,0.392102897726269,0.183312424452914,0.209759281329589,0.0176388739872137,0,0,0,0
267,0.188045887873233,0.193400642706993,0.422293237215676,0.196260232204098,0,0,0,0,0
268,0,0.129331571210534,0.103078963122656,0.383846321799485,0.0673182685487626,0.316424875318563,0,0,0
269,0.21452501371056,0.20008641970058,0.3937940198839,0.182154056786142,0.00944048991881856,0,0,0,0
270,0.203186036484278,0.294791080990288,0.270481460583845,0.209152049360374,0.0223893725812142,0,0,0,0
271,0.146835312539013,0.187826436254783,0.490828054784632,0.17129998890561,0.00321020751596222,0,0,0,0
