"UID","class_1","class_2","class_5","class_6","class_7","class_4","class_3","class_9","class_8"
5476,0.10198247130205,0.47787908995992,0.148227183589966,0.23158779935975,0.0403234557883142,0,0,0,0
5477,0.17950507628968,0.2994860196353,0.157286004624935,0.340180121193009,0.0235427782570763,0,0,0,0
5478,0.19065776772352,0.292859139635007,0.301765216780862,0.198565700582816,0.0161521752777949,0,0,0,0
5479,0.236587694711096,0.444073473387647,0.149328915877663,0.129599882844756,0.0404100331788377,0,0,0,0
5480,0.172471410481721,0.255423974410165,0.38222447878311,0.171542996317452,0.0183371400075522,0,0,0,0
5481,0.17512255123907,0.261064486826087,0.357752108378417,0.204405994270667,0.00165485928575945,0,0,0,0
5482,0.184329393032068,0.291057402417024,0.295583123074823,0.209201667316168,0.0198284141599168,0,0,0,0
5483,0.158886157052225,0.199615563489748,0.495549082982284,0.145342976429299,0.000606220046444731,0,0,0,0
5484,0.231081704658572,0.415138959767492,0.157261071878342,0.165634295554713,0.0308839681408806,0,0,0,0
5485,0.140718792505249,0.248266304605158,0.369038566643923,0.232109492236074,0.00986684400959443,0,0,0,0
5486,0.154718300996831,0.23888847425942,0.260286524092351,0.326890485207581,0.019216215443817,0,0,0,0
5487,0.140760020603206,0.303182780694083,0.336834483258075,0.217754894177426,0.00146782126720946,0,0,0,0
5488,0.250149950080704,0.413292837239894,0.220286884067697,0.0347088767919799,0.0815614518197259,0,0,0,0
5489,0.155780760301207,0.216505289105872,0.402948631229088,0.215655481943679,0.00910983742015371,0,0,0,0
5490,0.206504143235242,0.250002921939601,0.295652624174208,0.231736342479888,0.0161039681710601,0,0,0,0
5491,0.251524365964763,0.340030860442139,0.307047830603538,0.0609823799896806,0.0404145629998797,0,0,0,0
5492,0.156328019910709,0.445071751350086,0.153049006879466,0.209062604895647,0.0364886169640912,0,0,0,0
5493,0.180649361112384,0.29563256194385,0.230647171603624,0.259431192537496,0.033639712802646,0,0,0,0
5494,0,0.0894175837917172,0.258511958336889,0.652070457871394,0,0,0,0,0
5495,0,0.362288774422664,0.281586979898836,0.218412442391677,0.0253109201860903,0.102366900302482,0.0100339827982503,0,0
5496,0.214593667363773,0.356710675179007,0.279088918954139,0.130899042338119,0.0187076961649619,0,0,0,0
5497,0.195383280921432,0.452966676562305,0.205482859196392,0.0720819859632308,0.0740851973566403,0,0,0,0
5498,0.178064783364421,0.27452907919699,0.224949230596769,0.313534043670789,0.00892286317103031,0,0,0,0
5499,0.18251505441121,0.260060339596309,0.356789930228277,0.175027530290723,0.025607145473481,0,0,0,0
5500,0.147465915999746,0.362052788819243,0.18129418877587,0.244559559774053,0.0646275466310874,0,0,0,0
5501,0.00384585565440536,0.287137655723851,0.255250809304348,0.444840061762972,0.000411722007229641,0.00851389554719402,0,0,0
5502,0.0352543139480159,0.208198857718037,0.426456223592402,0.328541847903913,0.0015487568376319,0,0,0,0
5503,0.140019192814897,0.393135380807567,0.217227791219719,0.21172081424921,0.0378968209086071,0,0,0,0
5504,0.160773979991464,0.189774982427294,0.351902587985054,0.297548449596188,0,0,0,0,0
5505,0.0970602757911398,0.422810474584434,0.290895125284657,0.166128229416673,0.0224882427085761,0.000617652214521239,0,0,0
5506,0.238616736569397,0.215612367239331,0.380725930038966,0.157723292831484,0.00732167332082253,0,0,0,0
5507,0.158823282038145,0.220833543265052,0.485123803355369,0.135219371341434,0,0,0,0,0
5508,0.0420874566466138,0.578914866562053,0.129497472804429,0.21253470691668,0.0369654970702242,0,0,0,0
5509,0.375603892494072,0.321975209665326,0.216804428893105,0.0782463225282365,0.00737014641926078,0,0,0,0
5510,0.132477060124344,0.372894869488894,0.281938751342614,0.195379723731977,0.0173095953121706,0,0,0,0
5511,0.169760793715296,0.306241406288801,0.196171010453658,0.256309695167737,0.071517094374508,0,0,0,0
5512,0.12131168068772,0.160442675967511,0.474895650085538,0.230129488395492,0.0132205048637379,0,0,0,0
5513,0.185865097276973,0.303464400583148,0.290858469731331,0.193086281614773,0.0267257507937758,0,0,0,0
5514,0.127826675389104,0.236718555247063,0.455997578953244,0.176092065089996,0.00336512532059269,0,0,0,0
5515,0.198847992281155,0.185441256932318,0.541881755679013,0.0725616805186943,0.00126731458881994,0,0,0,0
5516,0.2482127782036,0.367864249541584,0.22006115389214,0.15322378263483,0.010638035727846,0,0,0,0
5517,0.110131992408213,0.604422565643001,0.139387622786874,0.0438346574865778,0.0734710227778947,0.0287521388974402,0,0,0
5518,0.255302474278965,0.281456757001709,0.299897741419707,0.162092954749252,0.00125007255036634,0,0,0,0
5519,0.196698883972518,0.283057976298364,0.273083676824787,0.227883947589588,0.0192755153147438,0,0,0,0
5520,0.135276182348739,0.279922883531947,0.279199206427718,0.291519681599083,0.0140820460925124,0,0,0,0
5521,0.259634545887911,0.479549771732734,0.120180742304884,0.108868296253807,0.0317666438206639,0,0,0,0
5522,0.192821338648854,0.323987399933197,0.282776770805607,0.17142395260219,0.0289905380101525,0,0,0,0
5523,0.0854099349292709,0.342518143118823,0.153149286428684,0.37398871148437,0.044933924038852,0,0,0,0
5524,0.152544293275263,0.164603284871397,0.186939382250674,0.22513336704452,0.0452026413845047,0.0434634912700269,0.182113539903615,0,0
5525,0.220235851077426,0.318395175042069,0.253483823036626,0.18221130788472,0.0256738429591587,0,0,0,0
5526,0.02477020590198,0.082144571899917,0.289733866969725,0.579990813251925,0.0233605419764522,0,0,0,0
5527,0.154676913568839,0.219933785763629,0.455055020254079,0.170158451114573,0.00017582929887998,0,0,0,0
5528,0.229979202880233,0.329078374127889,0.194082285301908,0.232027275275315,0.0148328624146555,0,0,0,0
5529,0.0731414486484665,0.257612265074496,0.357481657288539,0.305350622196888,0.00641400679161029,0,0,0,0
5530,0.289109352853689,0.35906801944745,0.220864579975541,0.117878533528086,0.0130795141952343,0,0,0,0
5531,0.152959539813557,0.312715067508966,0.153067758875109,0.36957271642184,0.0116849173805276,0,0,0,0
5532,0.276071524540814,0.486876253088125,0.152007309916824,0.0561573105258238,0.0288876019284137,0,0,0,0
5533,0.0530111639350578,0.295756607545191,0.395910330335245,0.25126947160972,0.00405242657478613,0,0,0,0
5534,0.154229899638006,0.252357254020118,0.220758232045303,0.338643339063229,0.0340112752333442,0,0,0,0
5535,0.191708323533904,0.208637426464413,0.349699569160499,0.242606248436115,0.00734843240506945,0,0,0,0
5536,0.189009258570655,0.506175402534076,0.101526241793287,0.184521414700754,0.0187676824012274,0,0,0,0
5537,0.267282795150945,0.35993988550867,0.288187791053551,0.0814880491242268,0.0031014791626068,0,0,0,0
5538,0.0792436757318657,0.189197110010238,0.375483621318712,0.320406902606513,0.0356686903326721,0,0,0,0
5539,0.0151047096670259,0.177201254279315,0.359154068733888,0.448539967319771,0,0,0,0,0
5540,0.144853138956373,0.322481260349709,0.19376468915291,0.323014579425397,0.0158863321156114,0,0,0,0
5541,0,0.0201371482444943,0.290720261376105,0.00197033670151041,0,0.631910243050239,0.0552620106276512,0,0
5542,0.194772814570829,0.294319455750172,0.330035293205033,0.174246285125312,0.0066261513486537,0,0,0,0
5543,0.0694610562969956,0.331409558738966,0.266271235196518,0.218341437692892,0.114516712074628,0,0,0,0
5544,0.214447987865841,0.229045241459463,0.402559561002293,0.149235232287033,0.00471197738537025,0,0,0,0
5545,0.173688275003562,0.248790511233012,0.344132907401833,0.232291856384837,0.00109644997675503,0,0,0,0
5546,0.284742889725026,0.242285827147548,0.362749981594901,0.110221301532524,0,0,0,0,0
5547,0.251691969498578,0.382541009803957,0.291531308339051,0.0577305804547996,0.0165051319036143,0,0,0,0
5548,0.235680670551853,0.312344081544187,0.225122498111629,0.175739601589422,0.0511131482029093,0,0,0,0
5549,0.2759104421711,0.33568380835997,0.278872517671062,0.08636357110917,0.0231696606886991,0,0,0,0
5550,0.187773398527226,0.462977761636711,0.202154472106314,0.0733442724586942,0.0737500952710549,0,0,0,0
5551,0.242365483253001,0.435929001478731,0.155321449957914,0.152990903423899,0.0133931618864546,0,0,0,0
5552,0.272880972958495,0.216456202828627,0.292307782869982,0.202548188836795,0.0158068525060999,0,0,0,0
5553,0.156846607455929,0.191905564280727,0.426680061568682,0.182675961336369,0.0418918053582927,0,0,0,0
5554,0.293701838923343,0.309695297506955,0.278930202267879,0.107023243890504,0.0106494174113197,0,0,0,0
5555,0.108638370687427,0.286341532383114,0.152876529570455,0.41414514890862,0.0379984184503848,0,0,0,0
5556,0.228048361018441,0.280176356528691,0.239099579854797,0.237087163303874,0.0155885392941969,0,0,0,0
5557,0.190277534718873,0.320743581029504,0.305017333322575,0.170353882229494,0.0136076686995542,0,0,0,0
5558,0.130628054238152,0.286094985448388,0.250640284185365,0.295542845264005,0.0370938308640904,0,0,0,0
5559,0.0405753914666659,0.176701095296874,0.302213077324943,0.373291150324519,0.0310690292633249,0,0.0761502563236725,0,0
5560,0.178370355905785,0.285203897400457,0.312801416448851,0.206496340424105,0.0171279898208017,0,0,0,0
5561,0.313966542936238,0.477395235666269,0.116270906250539,0.0547612022678054,0.0376061128791488,0,0,0,0
5562,0.19501838230494,0.348406786435946,0.214344053430571,0.228503924029959,0.0137268537985831,0,0,0,0
5563,0.304228342500733,0.364524466821742,0.194516452939446,0.126495541918862,0.010235195819217,0,0,0,0
5564,0.249141199385415,0.382772196915865,0.108481967616485,0.233999748347786,0.0256048877344487,0,0,0,0
5565,0.236277709388688,0.537716974089383,0.171021563510053,0.0479551388417405,0.00702861417013512,0,0,0,0
5566,0.266478879869898,0.228105033585968,0.293836689568287,0.194331218537635,0.0172481784382117,0,0,0,0
5567,0.111000014578855,0.318433123715461,0.203081372466163,0.356309231502913,0.0111762577366084,0,0,0,0
5568,0.125028645610278,0.362007185645238,0.149813418018405,0.14155713732928,0.221593613396799,0,0,0,0
5569,0.272317970648413,0.340307219853182,0.167367308741092,0.20613898670636,0.0138685140509526,0,0,0,0
5570,0.359180874835243,0.206626970222867,0.356081693976821,0.0671581271591929,0.0109523338058766,0,0,0,0
5571,0.0896793937656208,0.232356537285422,0.476044392355604,0.192544405620615,0.00937527097273753,0,0,0,0
5572,0.165612684003099,0.410752719468383,0.148500040372921,0.25123566134709,0.0238988948085071,0,0,0,0
5573,0.117418797307299,0.265221165402215,0.26855619883173,0.287357424423333,0.00308248192161197,0,0.0583639321138112,0,0
5574,0.259370881069524,0.377634010880254,0.204159258055937,0.133668766717356,0.0251670832769295,0,0,0,0
5575,0.14347693850082,0.347921311288877,0.177344715599671,0.290494192568352,0.0407628420422802,0,0,0,0
5576,0.195543005581067,0.211136250445427,0.424571820852293,0.165512633986404,0.00323628913480907,0,0,0,0
5577,0.236234634914564,0.276069722676617,0.248531698966398,0.229048569878556,0.0101153735638641,0,0,0,0
5578,0.0684820970943711,0.156948846937204,0.357839860589758,0.378602040791774,0.0381271545868927,0,0,0,0
5579,0.227458595734177,0.30733255515025,0.286829272883765,0.154590012812375,0.0237895634194325,0,0,0,0
5580,0.0231376759403785,0.34888669986334,0.27400773297101,0.349421553845702,0.00454633737956935,0,0,0,0
5581,0.210288823327805,0.203953828856899,0.28668155533519,0.290839459860676,0.00823633261943072,0,0,0,0
5582,0.292409580738277,0.24815241101841,0.300584743042197,0.148464009456012,0.0103892557451038,0,0,0,0
5583,0.129450172503841,0.306720897621274,0.249971935128844,0.28231964257178,0.0315373521742616,0,0,0,0
5584,0.216590234537551,0.28610853686712,0.246049294354876,0.241317074724059,0.00993485951639367,0,0,0,0
5585,0.19225291996499,0.196935855407833,0.460437505907024,0.149057567899047,0.00131615082110548,0,0,0,0
5586,0.233386928357684,0.242302950843447,0.278152504298965,0.236340656943732,0.0098169595561713,0,0,0,0
5587,0.235051931878117,0.315939948912977,0.206543139022302,0.230384394066764,0.0120805861198404,0,0,0,0
5588,0.272178480599344,0.579391286274018,0.0382370042863617,0.083389423936729,0.0268038049035472,0,0,0,0
5589,0.0215469178160316,0.377632556975286,0.136763495017186,0.201473589712488,0.062470711015188,0.168134089823969,0.0319786396398514,0,0
5590,0.257838963500014,0.278857548283815,0.247346612161268,0.202534351575386,0.0134225244795162,0,0,0,0
5591,0.248150808773136,0.51674883176996,0.190460060650334,0.0378470595007447,0.00679323930582472,0,0,0,0
5592,0.240309776162875,0.253276621353802,0.336792447581864,0.169621154901459,0,0,0,0,0
5593,0.00196794204995139,0.0600544263214097,0.123533228042728,0.78829134486067,0.0197361096663458,0.00641694905889536,0,0,0
5594,0.19589965179418,0.267815579540829,0.260959421182468,0.257723679995251,0.0176016674872722,0,0,0,0
5595,0.0166042698430447,0.270643437531827,0.194249910593082,0.474807935541878,0.0436944464901688,0,0,0,0
5596,0.0511291050451097,0.270540519427093,0.207219769842841,0.318548074377663,0.104232940580296,0.00117243407258043,0.0471571566544167,0,0
5597,0.197021725745585,0.243110133411376,0.371751975734399,0.177653065334756,0.010463099773884,0,0,0,0
5598,0.222143583717134,0.209773439130891,0.302654672488305,0.262444726400142,0.00298357826352894,0,0,0,0
5599,0.155651267180427,0.318073209990775,0.142223335325471,0.354115301113802,0.0299368863895241,0,0,0,0
5600,0.0681199648345913,0.180318407991387,0.33872300723519,0.382879694079736,0,0,0.0299589258590953,0,0
5601,0.195018533369927,0.306125965690099,0.266006259281579,0.216594173041488,0.0162550686169072,0,0,0,0
5602,0.235402915846329,0.384995438543805,0.161507513191457,0.19994565587531,0.0181484765430996,0,0,0,0
5603,0.185118095395227,0.226646373761943,0.243435351449603,0.0582326274890442,0.0325907220547957,0.253976829849387,0,0,0
5604,0.207347140978179,0.310791646282865,0.272483534654923,0.203834336917803,0.00554334116622933,0,0,0,0
5605,0.221999307468283,0.349825373335205,0.277662082205384,0.13455962107897,0.015953615912159,0,0,0,0
5606,0.0646726246076679,0.250705514644523,0.278787759183303,0.216913377823907,0.186987755947594,0.00193296779300573,0,0,0
5607,0.203598751077653,0.372306890610219,0.270079523673397,0.151981053354772,0.00203378128395827,0,0,0,0
5608,0.181794272358061,0.263901088822902,0.362070214057833,0.188779947280324,0.00345447748088061,0,0,0,0
5609,0.247386036650746,0.332545003131283,0.344998579601648,0.0570363770780122,0.018034003538311,0,0,0,0
5610,0.162093540246881,0.257388044993541,0.411464215190663,0.167409434178296,0.00164476539061962,0,0,0,0
5611,0.047300620151374,0.3426949291301,0.0998667466164558,0.0448733763911648,0.0542828330156237,0.171897376745291,0.239084117949991,0,0
5612,0.229759660177971,0.260236963229156,0.278676309899941,0.22441301009323,0.00691405659970178,0,0,0,0
5613,0.164836309883899,0.194978131045211,0.400751369740656,0.238353842690608,0.0010803466396259,0,0,0,0
5614,0.148002556668605,0.347800942667896,0.262282904740374,0.21203909430207,0.0298745016210546,0,0,0,0
5615,0.139173033721415,0.291574663893214,0.266986308524686,0.25607272009311,0.0461932737675738,0,0,0,0
5616,0.0952818223573364,0.184026411412794,0.377574654524763,0.337282423467488,0.00583468823761959,0,0,0,0
5617,0.173950237754302,0.222620259966075,0.309831806233511,0.284561983458042,0.00903571258807042,0,0,0,0
5618,0.15185548668465,0.512146783015761,0.142798199245652,0.175317523902847,0.0178820071510909,0,0,0,0
5619,0.175264772304821,0.189574806544088,0.442053651742918,0.189465358971528,0.0036414104366443,0,0,0,0
5620,0.0788343002324558,0.30852809285824,0.109922635566792,0.442646988478136,0.0600679828643762,0,0,0,0
5621,0.206266386811457,0.234680804230477,0.419923670440902,0.136854115871847,0.00227502264531734,0,0,0,0
5622,0,0.167143554033144,0.240800716081899,0.191451655644695,0.0926604605140949,0.307943613726167,0,0,0
5623,0.185993580266176,0.224821036321776,0.388599415035659,0.193202904551226,0.00738306382516329,0,0,0,0
5624,0.223661092488906,0.328568977173902,0.294851185080363,0.126182309707998,0.0267364355488316,0,0,0,0
5625,0.211719253551631,0.195902842929251,0.325945617456974,0.263455379399146,0.00297690666299799,0,0,0,0
5626,0.151310080609011,0.280238267404361,0.107531318208479,0.411188823760778,0.049731510017371,0,0,0,0
5627,0.199909734441416,0.339631394763936,0.22037805632484,0.209751096824046,0.0303297176457623,0,0,0,0
5628,0.210822124626905,0.207617003375793,0.443568696234345,0.134988811594611,0.00300336416834652,0,0,0,0
5629,0.181484056144089,0.319948441964421,0.227621644022263,0.244146431094305,0.0267994267749229,0,0,0,0
5630,0.202041415496824,0.340177746169658,0.21233725004762,0.223206699971318,0.0222368883145794,0,0,0,0
5631,0.130206387090422,0.445193903633287,0.141081983852424,0.236941637137777,0.0465760882860899,0,0,0,0
5632,0.140313826345942,0.223350082400104,0.467917788441912,0.159069881425784,0.00934842138625763,0,0,0,0
5633,0.0734340204957619,0.583060913884849,0.153612982203316,0.139242845034818,0.050649238381255,0,0,0,0
5634,0.189620096877606,0.185185658156642,0.49607609193051,0.123818775639547,0.00529937739569571,0,0,0,0
5635,0.109972345521956,0.188550234117481,0.477107819040254,0.220611848762814,0.00375775255749557,0,0,0,0
5636,0.100275740776898,0.207741865015814,0.271221813478923,0.0901220263431281,0.00784795326867766,0.32279060111656,0,0,0
5637,0.136891444631816,0.222398945178055,0.214097701750998,0.420114822583476,0.00649708585565561,0,0,0,0
5638,0.161077348810145,0.353709977800539,0.186500813128987,0.281888251197,0.0168236090633292,0,0,0,0
5639,0.188374336024865,0.256391580176943,0.376313008003885,0.175467609932907,0.00345346586140091,0,0,0,0
5640,0.140389212035729,0.424103202736705,0.077096244984604,0.106207116376207,0.12733493572811,0.124869288138644,0,0,0
5641,0.261925167657968,0.572812312933909,0.105419362139877,0.0354691365543441,0.0243740207139023,0,0,0,0
5642,0.12398585337585,0.206473199263681,0.227363490162183,0.442134328584994,4.31286132916491e-05,0,0,0,0
5643,0.122024653670362,0.193943881292024,0.531917730027364,0.145010103907517,0.00710363110273311,0,0,0,0
5644,0.206550492802075,0.471470773548632,0.240643530545509,0.0648812097099643,0.0164539933938191,0,0,0,0
5645,0.281253769856685,0.176344255590266,0.376963093991381,0.162593815363394,0.00284506519827518,0,0,0,0
5646,0.15625126162253,0.216415526344825,0.38076269262257,0.243248475534428,0.00332204387564679,0,0,0,0
5647,0,0.0458213971363024,0.155537352006656,0.017655933806469,0.0124587269914916,0.740148286654136,0.028378303404945,0,0
5648,0.179104538742078,0.331829008059316,0.276785267734852,0.203494658004801,0.00878652745895271,0,0,0,0
5649,0.232220746671857,0.278649763224672,0.264425169535401,0.208784043529618,0.0159202770384527,0,0,0,0
5650,0.171592204404941,0.183604357313532,0.412940729603348,0.229256644778087,0.00260606390009141,0,0,0,0
5651,0.146847741819375,0.255356533698672,0.310720906878259,0.277742954803681,0.0093318628000133,0,0,0,0
5652,0.193726086019068,0.320860497174189,0.218529371010747,0.210670674410374,0.0562133713856216,0,0,0,0
5653,0.166487944970292,0.170081349539877,0.345748424353252,0.311354656056234,0.00632762508034531,0,0,0,0
5654,0.0108223409532598,0.082776659636282,0.144030739844563,0.762370259565896,0,0,0,0,0
5655,0.20613657816382,0.243751754646697,0.352794947704445,0.180807916769159,0.0165088027158792,0,0,0,0
5656,0.278056962122882,0.220584376456064,0.357530088500984,0.138581593148163,0.00524697977190592,0,0,0,0
5657,0.178929181829484,0.243330814816143,0.384993571650174,0.174410022055312,0.0183364096488871,0,0,0,0
5658,0.152634558087186,0.416890195275313,0.148876852885993,0.236860100298827,0.0447382934526801,0,0,0,0
5659,0.216716086424475,0.249270825190645,0.392251566992642,0.138590803912776,0.00317071747946267,0,0,0,0
5660,0.17764623959659,0.218636268750599,0.397934234315428,0.194151733527357,0.011631523810026,0,0,0,0
5661,0.317277303072824,0.499906916538829,0.119073161705326,0.0517063895305923,0.0120362291524279,0,0,0,0
5662,0.151532158603445,0.343280379213523,0.214706777600651,0.271933800377427,0.0185468842049543,0,0,0,0
5663,0.177326942047125,0.295148227150485,0.298908004695795,0.216424887156351,0.0121919389502439,0,0,0,0
5664,0.161907228254515,0.214622652956155,0.483912302876521,0.139557815912808,0,0,0,0,0
5665,0.266859701261755,0.334699720362589,0.227529432034088,0.145435361801759,0.0254757845398086,0,0,0,0
5666,0.111366052307886,0.180625824091408,0.431843878969155,0.276164244631552,0,0,0,0,0
5667,0.270109248127238,0.267047628661936,0.356767847963727,0.100283262358673,0.00579201288842546,0,0,0,0
5668,0.128906517557928,0.272641236614301,0.221494137453443,0.300594949418077,0.00831884937003157,0.0680443095862196,0,0,0
5669,0.274521122048599,0.237566923898365,0.327626843083272,0.153594335649255,0.0066907753205095,0,0,0,0
5670,0.228708479112625,0.239593084446767,0.294579763723758,0.235110180272138,0.00200849244471173,0,0,0,0
5671,0.221692798128579,0.248580644106762,0.324295903811677,0.190535401117478,0.0148952528355035,0,0,0,0
5672,0.223591200218644,0.253717853209465,0.34753635808343,0.159392172705086,0.0157624157833753,0,0,0,0
5673,0.0750618168308033,0.249496947752319,0.313695450872307,0.353913619338011,0.0078321652065594,0,0,0,0
5674,0.199579915134272,0.45942077799316,0.14360011152136,0.16634586590485,0.0310533294463588,0,0,0,0
5675,0.187293535920549,0.264177009982796,0.32627989531836,0.207046029305333,0.0152035294729612,0,0,0,0
5676,0.00841421975445107,0.170071548724613,0.457208580358138,0.35931110302265,0.0049945481401487,0,0,0,0
5677,0.200754954595625,0.249209654069263,0.374342945386253,0.173040865742294,0.00265158020656481,0,0,0,0
5678,0.241020856106252,0.249553663534361,0.33657964848418,0.154062733232259,0.0187830986429477,0,0,0,0
5679,0.150968179825828,0.262397409899683,0.282473251529914,0.296720747774741,0.00744041096983336,0,0,0,0
5680,0.109893779989803,0.287961988099662,0.304102703447608,0.259252919153885,0.0387886093090419,0,0,0,0
5681,0.0910048963419588,0.226417046539425,0.196009528533789,0.473506094787919,0.0130624337969081,0,0,0,0
5682,0.153866595462166,0.315320294894784,0.362380893488695,0.168432216154356,0,0,0,0,0
5683,0.326070096837488,0.279864855165944,0.274499754105812,0.103963160456671,0.0156021334340846,0,0,0,0
5684,0.1689440359402,0.259379769408853,0.346338572438202,0.211375631621335,0.0139619905914098,0,0,0,0
5685,0.00221851928251363,0.245815183708394,0.162105360885899,0.571947951994261,0.0179129841289323,0,0,0,0
5686,0.152440325950754,0.199270102273707,0.472425883394009,0.167157041108109,0.00870664727342141,0,0,0,0
5687,0.0721644290028665,0.305094920569787,0.208623997830112,0.387817033630679,0.0192311089223808,0.000507047791042068,0.00656146225313314,0,0
5688,0.0276787838702255,0.393858272604218,0.112784045202833,0.448440870336223,0.0171659122714202,7.21157150804021e-05,0,0,0
5689,0.222578772320817,0.336431341498091,0.216453039286721,0.219626283865167,0.00491056302920464,0,0,0,0
5690,0.198933883307195,0.285010817839926,0.245499209935493,0.261763233701328,0.00879285521605866,0,0,0,0
5691,0.173976803761729,0.248951984587382,0.331143042121255,0.234601512668686,0.0113266568609475,0,0,0,0
5692,0.220540622692377,0.295705536105878,0.320014408657766,0.161435556409664,0.00230387613431489,0,0,0,0
5693,0.00260374497060482,0.217951541545961,0.265253011003384,0.482475668317193,0.0157138653064085,0,0.0160021688564483,0,0
5694,0.12123117009058,0.191315096706281,0.472869644044856,0.211791255120932,0.00279283403735165,0,0,0,0
5695,0.263641037755659,0.285867194543873,0.296068083606982,0.150020404719679,0.00440327937380735,0,0,0,0
5696,0.134065585519887,0.349232391109791,0.300973868127978,0.196241041417533,0.0194871138248101,0,0,0,0
5697,0.151582609058531,0.215308689250716,0.422595378877182,0.202377688670596,0.00813563414297446,0,0,0,0
5698,0.142985078705668,0.224573422963638,0.452658468607488,0.178087480173428,0.00169554954977769,0,0,0,0
5699,0.253645690498286,0.374034752193535,0.204654038997619,0.163816413162724,0.00384910514783512,0,0,0,0
5700,0.322383218363017,0.342688226738183,0.271616327761558,0.0547598714991127,0.00855235563812821,0,0,0,0
5701,0.103525976031899,0.424912078293205,0.0502779550929946,0.363944596047571,0.0551878070131899,0.00215158752114025,0,0,0
5702,0.151241382872655,0.359963010341903,0.269848263606573,0.200213982759109,0.0187333604197594,0,0,0,0
5703,0.117937584088792,0.160342268944594,0.555008633850886,0.15846178483705,0.00824972827867792,0,0,0,0
5704,0.155690731406378,0.409642763506529,0.17477749882824,0.230326852866797,0.0295621533920558,0,0,0,0
5705,0.325622160194623,0.491958393897018,0.0895599710543251,0.071994168336193,0.0163291727250415,0,0.00453613379279987,0,0
5706,0.182449138550314,0.361545936127013,0.145095962873745,0.278524873413738,0.0323840890351897,0,0,0,0
5707,0.228522019626967,0.35564623470284,0.242825347329532,0.17236528088206,0.000641117458601076,0,0,0,0
5708,0.248705785310307,0.244627243791733,0.295573788242673,0.206413294199496,0.00467988845579099,0,0,0,0
5709,0.280823850791859,0.24665786015535,0.239960433723674,0.230421490796671,0.00213636453244655,0,0,0,0
5710,0.112458787303122,0.351005589067368,0.277048940333235,0.236046195502622,0.0179266292992392,0.00551385849441409,0,0,0
5711,0.282976111418774,0.301850352499609,0.313058727459089,0.0943477902617385,0.00776701836079029,0,0,0,0
5712,0.0778576003078841,0.191171306651971,0.259513787954306,0.443398670844494,0.0280586342413455,0,0,0,0
5713,0.0544940766735124,0.0999888515617796,0.1745905045709,0.300433910840587,0.020148583812628,0.150903481607972,0.19944059093262,0,0
5714,0.188329663675187,0.23176001812085,0.35981558495879,0.211646144843355,0.00844858840181888,0,0,0,0
5715,0.175287353959101,0.310052297664305,0.237205151137458,0.255078104001734,0.0223770932374017,0,0,0,0
5716,0.229641713345117,0.323630255398974,0.260686443393758,0.163469267439596,0.0225723204225547,0,0,0,0
5717,0.128097043581103,0.205613828816181,0.501032155341567,0.160778012851468,0.00447895940968154,0,0,0,0
5718,0.150606668402164,0.336870390880165,0.175365088521035,0.326288748056503,0.0108691041401337,0,0,0,0
5719,0.147312860428297,0.235276774589472,0.359438941709008,0.250904203968596,0.00706721930462632,0,0,0,0
5720,0,0.114104481588904,0.213889751055737,0.349110653670473,0,0.107701953072757,0.215193160612129,0,0
5721,0,0.227262723769031,0.178416552842224,0.582565056624192,0,0,0.0117556667645532,0,0
5722,0.213703614488216,0.190095359138232,0.324669730946119,0.266925812981857,0.00460548244557606,0,0,0,0
5723,0.206834391992199,0.330830726829729,0.219629163349761,0.212699061387152,0.0300066564411589,0,0,0,0
5724,0.000814754122313214,0.269445778478936,0.325823303527973,0.350967269757123,0.0132207306095708,0.00114642394201594,0.0385817395620675,0,0
5725,0.0425804425654772,0.254765481918892,0.212423943830037,0.411164759206284,0.0778754256259155,0.00118994685339371,0,0,0
5726,0.258055378058251,0.304720894783942,0.329908352169377,0.0865966037389775,0.0207187712494525,0,0,0,0
5727,0.232773767541729,0.205895983707655,0.326734325058889,0.234595923691728,0,0,0,0,0
5728,0.0205095062882454,0.218035976388261,0.475961496515872,0.285493020807621,0,0,0,0,0
5729,0.231582765159077,0.224566733772223,0.383011430615804,0.158593385569052,0.00224568488384439,0,0,0,0
5730,0.256563017294615,0.3416998778576,0.226530679538563,0.158122737248378,0.0170836880608431,0,0,0,0
5731,0.0896124934600131,0.192734914817126,0.437794500817087,0.275827892660155,0.00403019824561898,0,0,0,0
5732,0.160179722227967,0.294606387228502,0.194906861968872,0.316185038698231,0.034121989876427,0,0,0,0
5733,0.247540108419393,0.304766629683835,0.249968806120779,0.174481740042248,0.023242715733746,0,0,0,0
5734,0.196603013067438,0.32468775240192,0.201836764701475,0.255176141295896,0.0216963285332706,0,0,0,0
5735,0.110826904089708,0.425291609265578,0.111359305841294,0.0017294820729575,0.022524285564691,0.191231649671592,0.13703676349418,0,0
5736,0.159503330957714,0.218524809337573,0.266216423821618,0.342558680125088,0.0131967557580076,0,0,0,0
5737,0,0.0201730138186131,0.0978868631543235,0.820141353996632,0.000124136989443849,0.0342757418204072,0.0273988902205803,0,0
5738,0.0848137308160307,0.19667203805284,0.527098794656425,0.188354099443039,0.00306133703166433,0,0,0,0
5739,0.176312782752362,0.205903908984297,0.469191508970412,0.14159484373904,0.00699695555389055,0,0,0,0
